k_bin,power,is_prime_mod24_hit
1139,19691.785695464147,0
1140,19715.184584809336,0
1141,19423.36446690875,0
1142,19803.12626931465,0
1143,18168.993940861095,0
1144,20692.64842841451,0
1145,20673.36253542794,0
1146,19170.710379936245,0
1147,18120.904430759096,0
1148,18677.996178885096,0
1149,20026.65851989815,0
1150,19511.68511516494,0
1151,18419.663473742632,0
1152,19291.40190556518,0
1153,17260.24269213242,0
1154,17387.897166710256,0
1155,18069.5435494106,0
1156,17266.114949868075,0
1157,16532.307756463346,0
1158,14607.749706388122,0
1159,16915.52892060144,0
1160,16274.71811389378,0
1161,14290.573614346342,1
1162,15744.110626899732,1
1163,14897.217463580531,1
1164,14726.203416314936,0
1165,14801.655004170732,0
1166,13230.62442140661,0
1167,13816.226171328213,0
1168,13381.249084351732,0
1169,13012.847295518812,0
1170,13123.659450518237,0
1171,12113.389583826332,0
1172,11005.861137636175,0
1173,11904.331058343618,0
1174,9940.542038294896,0
1175,9893.12524555152,0
1176,9266.274351619499,0
1177,9300.819527659303,0
1178,9452.5826734312,0
1179,9149.38545827135,0
1180,8413.537101732769,0
1181,7621.635950594568,0
1182,7299.136789129418,0
1183,6944.748097486651,0
1184,7147.9317943758115,0
1185,6199.4178299587675,0
1186,6440.523483026976,0
1187,5853.266488349073,0
1188,5609.296062980062,0
1189,5668.037580341894,0
1190,4869.206813678983,0
1191,5107.429801076487,0
1192,4139.557116216125,0
1193,4027.8433981080125,0
1194,3646.2573793682623,0
1195,3586.978859795642,0
1196,3605.4146383682887,0
1197,3411.5491848551274,0
1198,3133.940280164528,0
1199,2931.017752530112,0
1200,2548.565741788641,0
1201,2363.4888844920556,0
1202,2400.1932200374517,0
1203,2354.3432596213306,0
1204,2018.061314687062,0
1205,1792.0148437009743,0
1206,1642.7243588459696,0
1207,1596.2114802232677,0
1208,1654.176465381526,0
1209,1406.0323744549403,0
1210,1246.994579524215,0
1211,1179.1444127920336,0
1212,1096.2147817598577,0
1213,1050.2464239032977,0
1214,923.727471470841,0
1215,840.2836534131865,0
1216,801.1022448712556,0
1217,760.266966006772,0
1218,706.0597023694361,0
1219,641.9406705439753,0
1220,558.8968055435063,0
1221,478.76330385066376,0
1222,458.7875898842641,0
1223,442.2614913140131,0
1224,370.9830638432306,0
1225,366.4970385719432,0
1226,319.47398099574923,0
1227,290.37321186027015,0
1228,286.62429858855046,0
1229,248.76259553800122,0
1230,238.10722280895945,0
1231,192.1169828946412,0
1232,192.45828996571785,0
1233,171.90476183211962,0
1234,126.06597869031273,0
1235,132.96535725733887,0
1236,129.4407427859434,0
1237,112.22312405442158,0
1238,94.85575596643709,0
1239,85.99444276752463,0
1240,72.88793220684319,0
1241,70.5173250796456,0
1242,56.82490897326189,0
1243,52.93970095958223,0
1244,52.56716301109531,0
1245,44.34828994443045,0
1246,38.834888559176186,1
1247,35.023719842619,1
1248,35.610666296544835,1
1249,29.2728302831979,0
1250,23.75763264409214,0
1251,23.76114622297992,0
1252,19.364532893133184,0
1253,17.876782525624293,0
1254,14.823038456885929,0
1255,12.887435549816967,0
1256,12.448184797003561,0
1257,10.183830644377384,0
1258,9.004983721797696,0
1259,8.664056593250914,0
1260,6.911764516255414,0
1261,6.035384031303502,0
1262,5.911112720516856,0
1263,4.600967279937755,0
1264,4.355921551605695,0
1265,3.947544593737008,0
1266,3.3372387641696113,0
1267,3.011263466653831,0
1268,2.944202365829665,0
1269,2.58918461763832,0
1270,2.1836147554665004,0
1271,2.1198816452595626,0
1272,2.009376097682783,0
1273,1.5866548035796355,0
1274,1.5503495347689606,0
1275,1.5553866908023315,0
1276,1.3423327469789512,0
1277,1.2535566159826945,0
1278,1.1084878058271463,0
1279,1.0044833647953915,0
1280,1.0388672912001309,0
1281,0.9581101415905022,0
1282,0.8781094280838122,0
1283,0.8199410267515861,0
1284,0.7339249467962109,0
1285,0.7798348530993756,0
1286,0.7217593251382103,0
1287,0.7202843192407525,0
1288,0.7293201222902357,0
1289,0.717173029876797,0
1290,0.6987772142986944,0
1291,0.7367786637550754,0
1292,0.6893763458845373,0
1293,0.6182406737233761,0
1294,0.6082726916556425,0
1295,0.7003440370365849,0
1296,0.6007253896305987,0
1297,0.614767736614934,0
1298,0.6649445109284491,0
1299,0.6597273260378536,0
1300,0.6024731919020284,0
1301,0.6083120076419327,0
1302,0.5493910635484986,0
1303,0.5688019833787936,0
1304,0.5828301725181363,0
1305,0.5915232686586254,0
1306,0.580350875969431,0
1307,0.5927127457640118,0
1308,0.6510304384284684,0
1309,0.5988755513368874,0
1310,0.5929706604162459,0
1311,0.5827562509220077,0
1312,0.5765145018503439,0
1313,0.6161549161060977,0
1314,0.5505738802191769,0
1315,0.5746010759456945,0
1316,0.5455858700539072,0
1317,0.5787266703388272,0
1318,0.5786691505626023,0
1319,0.6007248764092354,0
1320,0.6076914238705209,0
1321,0.5914131287736479,0
1322,0.6178829669887187,0
1323,0.6159467680971246,0
1324,0.5787168943363784,0
1325,0.5794683417414299,0
1326,0.5129843051364388,0
1327,0.5761807408145735,0
1328,0.5660893507853532,0
1329,0.5176398869827076,0
1330,0.5523367758687074,0
1331,0.5906412418319705,0
1332,0.5279473289878787,0
1333,0.5982877638558778,0
1334,0.5744337974293751,1
1335,0.5538721641353269,1
1336,0.5554486293798813,1
1337,0.5817712544607042,0
1338,0.5178375723061505,0
1339,0.6137497942591276,0
1340,0.5334743180800139,0
1341,0.534015133112671,0
1342,0.5882762551142359,0
1343,0.5754781512883337,0
1344,0.5894186625187906,0
1345,0.5808315534319113,0
1346,0.5615172379093647,0
1347,0.5152057084350625,0
1348,0.5365198168109745,0
1349,0.5541415813676325,0
1350,0.5474146171321134,0
1351,0.49092373203171524,0
1352,0.5747927710913053,0
1353,0.5926733710064145,0
1354,0.5845264152918889,0
1355,0.5161737542059851,0
1356,0.5548883228719418,0
1357,0.48459640205294086,0
1358,0.5872067794217766,0
1359,0.48821704371327995,0
1360,0.5509442032844973,0
1361,0.5704064426345187,0
1362,0.5730347192720004,0
1363,0.5467351522011239,0
1364,0.49844625562949557,1
1365,0.5332072315769922,1
1366,0.5279552102053823,1
1367,0.5441941388100654,0
1368,0.5599237794841528,0
1369,0.5504299924043652,0
1370,0.5884532392369033,0
1371,0.5488001108947534,0
1372,0.5201549222358427,0
1373,0.5728654746722655,0
1374,0.5206075234597382,0
1375,0.5356005238089029,0
1376,0.5321573045472157,0
1377,0.46624145183561283,0
1378,0.5331400608746656,0
1379,0.5326990119268803,0
1380,0.5188417484047587,0
1381,0.519882284114309,0
1382,0.4892482915880563,0
1383,0.5242214729337038,0
1384,0.5604901794618858,0
1385,0.5159492897043073,0
1386,0.5062425439434942,0
1387,0.5032916742782384,0
1388,0.5705916203010575,0
1389,0.482499780340413,0
1390,0.5386623200085252,0
1391,0.5189602481554546,0
1392,0.5648408286912561,0
1393,0.5483447564058656,0
1394,0.5115988225806057,0
1395,0.4735832259836508,0
1396,0.5490249287485559,0
1397,0.5489664283265272,0
1398,0.4827071416156523,0
1399,0.5292151402361799,0
1400,0.4890774319754652,0
1401,0.4890051529622216,0
1402,0.4671459686626052,0
1403,0.5309642684392835,0
1404,0.5134465983488441,0
1405,0.5183662107205037,0
1406,0.5418252159027677,0
1407,0.521286253788181,0
1408,0.5184294504616719,0
1409,0.5218367757927048,0
1410,0.47554443787062783,0
1411,0.5007045755469566,0
1412,0.4706508626888129,0
1413,0.477646421454095,0
1414,0.4971515064117819,0
1415,0.5252194357208767,0
1416,0.5492886811447079,0
1417,0.47034816407193897,0
1418,0.5009366593899729,0
1419,0.4941750040615452,0
1420,0.5082908781671676,0
1421,0.50894052577215,0
1422,0.5027934600249189,0
1423,0.4693029076572698,0
1424,0.5021772957329111,0
1425,0.5137096949528245,0
1426,0.47847398842607247,0
1427,0.5388960712616064,0
1428,0.4839542109598462,0
1429,0.47352290581948786,0
1430,0.4955748995709933,0
1431,0.4813756816427684,0
1432,0.4536870464340086,0
1433,0.48566112126200506,0
1434,0.5243648081413738,0
1435,0.5334992240283633,0
1436,0.47053874754316594,0
1437,0.5054848093870189,0
1438,0.4861236606682668,0
1439,0.48909834658690937,0
1440,0.5121012716517449,0
1441,0.5014050336614715,0
1442,0.4839555791781264,0
1443,0.45731443211172873,0
1444,0.4520065410719256,0
1445,0.47672842643015517,0
1446,0.48532634369865835,0
1447,0.4889381594220995,0
1448,0.4949028256648681,0
1449,0.498919979281762,0
1450,0.4178995664779638,0
1451,0.4957406601000053,0
1452,0.4488554241531624,0
1453,0.4993592729717048,0
1454,0.4803118604632042,0
1455,0.48658449636656564,0
1456,0.45832450286845466,0
1457,0.477067334882095,0
1458,0.42591603487346624,0
1459,0.4948218853608692,0
1460,0.4607394647642067,0
1461,0.40728364591469324,0
1462,0.49200590070355216,0
1463,0.5056878220892584,0
1464,0.44552343029262986,0
1465,0.49351256692843026,0
1466,0.4472455495308885,0
1467,0.41144505513783813,0
1468,0.45510802849821363,0
1469,0.4703164526815895,0
1470,0.4652271384398808,0
1471,0.4639040612607127,0
1472,0.46771792370757637,0
1473,0.4652455235760622,0
1474,0.45467306398258295,0
1475,0.4452132637752067,0
1476,0.4523020127729973,0
1477,0.44972468175189134,0
1478,0.45023105483908127,0
1479,0.43136063204699016,0
1480,0.44355228381198597,0
1481,0.4571781346646741,0
1482,0.4617269242568028,0
1483,0.4526261036973294,0
1484,0.4493042679491813,0
1485,0.46495985577304194,0
1486,0.4706666170838828,0
1487,0.4669994336118266,0
1488,0.41157182929057784,0
1489,0.440173751379344,0
1490,0.46569725950236013,0
1491,0.460799809072809,0
1492,0.4638707045315007,0
1493,0.4550632585679493,0
1494,0.4283277188776093,0
1495,0.4741379090306059,0
1496,0.4158932678491414,0
1497,0.4675962652567406,0
1498,0.44467325267677676,0
1499,0.4117187950158519,0
1500,0.43506064132786376,0
1501,0.4699404732109754,0
1502,0.42964853903126304,0
1503,0.4153241533920555,0
1504,0.435121239638441,0
1505,0.42287523305314473,0
1506,0.41279162230254407,0
1507,0.4493615340691153,0
1508,0.4566849468156338,0
1509,0.42647841285050825,0
1510,0.44946419667737464,0
1511,0.4289531408581541,0
1512,0.43466178929653465,0
1513,0.4389546620575328,0
1514,0.4682173543202086,0
1515,0.4461547987946519,0
1516,0.41283139343776715,0
1517,0.44515938808409744,0
1518,0.42860245383716006,0
1519,0.42273285126152155,1
1520,0.414106922166591,1
1521,0.43112190149907315,1
1522,0.4298257871471604,0
1523,0.4218983067821144,0
1524,0.40008283054881455,0
1525,0.39277314033662214,0
1526,0.43161071659731154,0
1527,0.43212144578376954,0
1528,0.47443621459611757,0
1529,0.42337000706217487,0
1530,0.44841667756356896,0
1531,0.45153359578596614,0
1532,0.42421655615188947,0
1533,0.4265930733754493,0
1534,0.4152862367287131,0
1535,0.4614757794440439,0
1536,0.39137763466978304,0
1537,0.42191558648951943,0
1538,0.4514235464685272,0
1539,0.41938606714172766,0
1540,0.40908784169792417,0
1541,0.4254602777429804,0
1542,0.4310854659972675,0
1543,0.4313757389813837,0
1544,0.42483097820373594,0
1545,0.4340812563009021,0
1546,0.4376070175233059,0
1547,0.394213695082528,0
1548,0.40887513539321585,0
1549,0.43433280595723955,0
1550,0.42585241743083246,0
1551,0.4200308570158132,1
1552,0.4285679108942341,1
1553,0.4338070917311587,1
1554,0.3958179287007623,0
1555,0.38769105882230953,0
1556,0.3887042655130563,0
1557,0.4502553825700676,0
1558,0.38974934234729786,0
1559,0.40609411730471306,0
1560,0.4065816665288144,0
1561,0.4309919028677457,0
1562,0.37375993926036366,0
1563,0.4080120279221787,0
1564,0.43308369681937536,0
1565,0.4305023365732912,0
1566,0.4155854901902737,0
1567,0.401424961942535,0
1568,0.4419129933132221,0
1569,0.37178085974037467,0
1570,0.4250534183834841,0
1571,0.41494639591074284,0
1572,0.4160933466084679,0
1573,0.4090011130328033,0
1574,0.40725986691755106,0
1575,0.42135015387462915,0
1576,0.37892025086661857,0
1577,0.3765625588224106,0
1578,0.40434224439883315,0
1579,0.4016213505784779,0
1580,0.40334403045854267,0
1581,0.43133867305194656,0
1582,0.38750101553660915,0
1583,0.41352840991075457,0
1584,0.4057050563492557,0
1585,0.4445932648843459,0
1586,0.3692138938520461,0
1587,0.38572497608139944,0
1588,0.38700636506978153,0
1589,0.4216724594874438,0
1590,0.37886116612821963,0
1591,0.42726870453706056,0
1592,0.4255535007626091,0
1593,0.41060526241941503,0
1594,0.40167404094352427,0
1595,0.3620388261353453,0
1596,0.39566496014714386,0
1597,0.3635906025613533,0
1598,0.38402233123321866,0
1599,0.3945918111971946,0
1600,0.3841120657535402,0
1601,0.40817434866469016,0
1602,0.3866507288243142,0
1603,0.3585840919002529,0
1604,0.36761954511251466,0
1605,0.3630162499647842,0
1606,0.3811027753545968,0
1607,0.4108728910063293,0
1608,0.3960349287616274,0
1609,0.3923365123178061,0
1610,0.360545354637198,0
1611,0.43041726160862004,0
1612,0.3838107233542175,0
1613,0.4302676984884462,0
1614,0.36677392774199885,0
1615,0.3720559243476433,0
1616,0.43216729580969293,1
1617,0.36145063838263186,1
1618,0.3894973605339748,1
1619,0.37459599766655116,0
1620,0.36509149576195893,0
1621,0.4211717353676171,0
1622,0.36057210845006765,0
1623,0.3961785312673897,0
1624,0.39960828586951597,0
1625,0.3590977516442625,0
1626,0.3419322350581638,0
1627,0.3437117056007034,0
1628,0.36177494491893003,0
1629,0.380568795753557,0
1630,0.38222201833843544,0
1631,0.3719076163959188,0
1632,0.37302237747538625,0
1633,0.3927788952023914,0
1634,0.38844753020047273,0
1635,0.3806983874652097,0
1636,0.36165492029150886,0
1637,0.3872014916443781,0
1638,0.3756291537277499,0
1639,0.3579001497023552,0
1640,0.360637995569701,0
1641,0.3936824273011065,0
1642,0.40462668423414105,0
1643,0.36019561784002446,0
1644,0.3311486746365572,0
1645,0.3799383998949064,0
1646,0.35199944359464386,0
1647,0.38168687407261404,0
1648,0.3608420768140781,0
1649,0.40825708870197863,1
1650,0.36892356605160825,1
1651,0.3829617834482232,1
1652,0.3437433098177484,0
1653,0.31400753151221156,0
1654,0.36756384330925085,0
1655,0.36942889365310905,0
1656,0.3773297248775953,0
1657,0.353700313033294,0
1658,0.3398664870221501,0
1659,0.33385659428348813,0
1660,0.37248512941662093,0
1661,0.374881634752285,0
1662,0.34575600304320264,0
1663,0.3516196595992743,0
1664,0.34758748943090373,0
1665,0.3261471308292686,0
1666,0.36343869094297243,0
1667,0.37462864450551425,0
1668,0.3549850512925126,0
1669,0.33306191859423767,0
1670,0.3545839724534839,0
1671,0.3821101904042846,0
1672,0.39532810696042786,0
1673,0.3616541900095006,0
1674,0.34236683397289674,0
1675,0.3206582138751397,0
1676,0.3280921952190658,0
1677,0.3535750540510454,0
1678,0.35873485753138057,0
1679,0.35885487394439436,0
1680,0.3492337556954261,0
1681,0.3261924520671252,0
1682,0.32521828099368666,0
1683,0.3552247427994261,0
1684,0.33768778659703896,0
1685,0.37474258638132074,0
1686,0.3257429586635393,0
1687,0.3805629984247347,0
1688,0.3388607546579984,0
1689,0.3540350303099455,0
1690,0.3536159521483795,0
1691,0.3432924590574538,0
1692,0.3137640371679534,0
1693,0.3400710859074487,0
1694,0.3745609626793011,0
1695,0.3253911590837113,0
1696,0.3152620686423312,0
1697,0.3430407023408173,0
1698,0.33928507844676864,0
1699,0.32365325678085394,0
1700,0.3326090522059202,0
1701,0.33690441115558395,0
1702,0.33768472438597985,0
1703,0.3472011075562555,0
1704,0.35614869587159836,0
1705,0.35024090729314344,0
1706,0.3490528976489825,0
1707,0.3715834932239574,0
1708,0.36113672162425975,0
1709,0.2921781034593131,0
1710,0.33538338676942614,0
1711,0.31429208148437926,0
1712,0.329046270865437,0
1713,0.35351457120989815,0
1714,0.3365742824150524,0
1715,0.33232422966720726,0
1716,0.36153880580846637,0
1717,0.31333341789508096,0
1718,0.33682653764094206,0
1719,0.3472951402589778,0
1720,0.3380352744218662,0
1721,0.31762092246218165,0
1722,0.33646440002922623,0
1723,0.35003835868686145,0
1724,0.34206679224083625,0
1725,0.3410065977797287,0
1726,0.3404400766855096,0
1727,0.33716174788295983,0
1728,0.3137499485291122,0
1729,0.3289601692939663,0
1730,0.3409275066156746,0
1731,0.28144135785048113,0
1732,0.3455741016906436,0
1733,0.33819545819689717,0
1734,0.3141927976992725,0
1735,0.31943583394037983,0
1736,0.3280584996013867,0
1737,0.3378987222455482,0
1738,0.32449054375011666,0
1739,0.34956736537130906,0
1740,0.33673012388100476,0
1741,0.316576427356933,0
1742,0.3214039352392923,0
1743,0.3325224429941918,0
1744,0.3403645952266784,0
1745,0.3391816784873381,0
1746,0.3260541867394383,0
1747,0.3297245732216715,0
1748,0.32649382851805847,0
1749,0.3399508559226881,0
1750,0.31007418920759944,0
1751,0.33560540551157736,0
1752,0.2952740609762737,0
1753,0.33237325856860744,0
1754,0.32883195454031633,0
1755,0.32429694104575313,0
1756,0.28939272861669746,0
1757,0.348912432651418,0
1758,0.3377159671168758,0
1759,0.32324135351700406,0
1760,0.3298598689108156,0
1761,0.3069694600865865,0
1762,0.3299735817686991,0
1763,0.3464362705598669,0
1764,0.3020955855562356,0
1765,0.3638110432984304,0
1766,0.3132809140954644,0
1767,0.3331506807955596,0
1768,0.3063547033751959,0
1769,0.32542381871115283,0
1770,0.2985240374521619,0
1771,0.3079793716528612,0
1772,0.3144781346064995,0
1773,0.307335736245119,0
1774,0.31356588030957805,0
1775,0.33251081841574115,0
1776,0.29646170997257815,0
1777,0.2974147027997551,0
1778,0.3167151091461155,0
1779,0.3067133305268876,0
1780,0.29944017193014044,0
1781,0.31698757102667297,0
1782,0.3056792864928473,0
1783,0.31948379272371114,0
1784,0.3132270936375388,0
1785,0.31034563178260294,0
1786,0.31208043984572437,0
1787,0.32880213752177695,0
1788,0.3329786696776935,0
1789,0.3096094958133182,0
1790,0.29569699153944856,0
1791,0.2878727566132369,0
1792,0.2763181388397844,0
1793,0.2924408633401385,0
1794,0.29713736389768297,0
1795,0.3092039543938872,0
1796,0.28055572080704627,0
1797,0.3314412380294398,0
1798,0.3254163459004928,0
1799,0.3278575672600552,0
1800,0.30039313998928585,0
1801,0.31171434349489185,0
1802,0.29304452647619933,0
1803,0.33108566276716694,0
1804,0.2883184588433139,0
1805,0.29872086703511974,0
1806,0.328051794443486,0
1807,0.3440004251132523,0
1808,0.30417706811863243,0
1809,0.2989189245493673,0
1810,0.26668225838446513,0
1811,0.3306149464771981,0
1812,0.30891958789377993,0
1813,0.2752701817466762,0
1814,0.31678705755491643,0
1815,0.31253458735068057,0
1816,0.29752636426843515,0
1817,0.2941215462882421,0
1818,0.3132611470704054,0
1819,0.30542726322024033,0
1820,0.30890501115694324,0
1821,0.3197065553921677,0
1822,0.31885482829735745,0
1823,0.31200274822349944,0
1824,0.3090303577269496,0
1825,0.2807478336559519,0
1826,0.2828781084465906,0
1827,0.31150679914082763,0
1828,0.3086056098566164,0
1829,0.30634210846748533,0
1830,0.3108123489747274,0
1831,0.28970051839939837,0
1832,0.3060357564226631,0
1833,0.28260446663942757,0
1834,0.2979067353705563,0
1835,0.3104415851145755,0
1836,0.28630523678903746,0
1837,0.3249159612730249,0
1838,0.312456729383832,0
1839,0.3156324898750585,0
1840,0.29193276684286296,0
1841,0.27425947582275034,0
1842,0.28412429675946715,0
1843,0.302200532118664,0
1844,0.2896717410509643,0
1845,0.3040359755384354,0
1846,0.295339182686368,0
1847,0.2841823594068979,0
1848,0.30616311521289913,0
1849,0.31193198977264863,0
1850,0.28118389416824635,0
1851,0.2990157686923723,0
1852,0.2935190666606757,0
1853,0.29501040433308046,0
1854,0.28909834329070316,1
1855,0.2721154621012564,1
1856,0.31042250817038064,1
1857,0.2745583369289523,0
1858,0.2767655145221804,0
1859,0.298535532900098,0
1860,0.2913370548072486,0
1861,0.27695009001985393,0
1862,0.2786479397436028,0
1863,0.2855277788370302,0
1864,0.2812342188908281,0
1865,0.29647885160022047,0
1866,0.2701873414659672,0
1867,0.29178627588894934,0
1868,0.30818125499914417,0
1869,0.2888467241351475,0
1870,0.27297438657449463,0
1871,0.27504065647807036,0
1872,0.2856745643628265,0
1873,0.27586090614793485,0
1874,0.30200323231293424,0
1875,0.2579948306537453,0
1876,0.307098644671026,0
1877,0.25482848580331574,0
1878,0.2826539306420099,0
1879,0.2676130007281169,0
1880,0.2942232312036502,0
1881,0.27140568690100153,0
1882,0.26605452638672167,0
1883,0.2769434952546387,0
1884,0.2756508706349332,0
1885,0.2539357630387353,0
1886,0.28722048725675614,0
1887,0.24697934025580004,0
1888,0.29672691039058696,0
1889,0.275327330213273,0
1890,0.29297684653536155,0
1891,0.27096735636191915,0
1892,0.2679945065939284,0
1893,0.2878504249711909,0
1894,0.2703386949746532,0
1895,0.25665282894867997,0
1896,0.2766752809811719,0
1897,0.25847920436299493,0
1898,0.2771211695886318,0
1899,0.2961071953086009,0
1900,0.29003628555412736,0
1901,0.2764516477085768,0
1902,0.2738475724793581,0
1903,0.27147643897181406,0
1904,0.2667721303136265,0
1905,0.28015404332624166,0
1906,0.27280767134700085,0
1907,0.2694478073130135,0
1908,0.2781076396092124,0
1909,0.2464518964464478,0
1910,0.30061548675156474,0
1911,0.2821605375337167,0
1912,0.25421349725469894,0
1913,0.2745409793435254,0
1914,0.2572914785861338,0
1915,0.26505631703086446,0
1916,0.25993833523387594,0
1917,0.28667359707932155,0
1918,0.24547137892432266,0
1919,0.26646059294863944,0
1920,0.24864144423385762,0
1921,0.27042631378573695,0
1922,0.2661258772397399,0
1923,0.25113999445719803,0
1924,0.28928634730677805,0
1925,0.29065349010692976,0
1926,0.26170341353299426,0
1927,0.276041328490408,0
1928,0.26674246966557036,0
1929,0.2717313311489473,0
1930,0.2887303713499393,0
1931,0.26430949629819184,0
1932,0.2916128949338236,0
1933,0.2635017247899603,0
1934,0.2658286570072125,0
1935,0.2920058269258606,0
1936,0.27019435924606844,0
1937,0.23920134018202838,0
1938,0.268966804649924,0
1939,0.24867343461292896,0
1940,0.24336416170561842,0
1941,0.25265868179860734,0
1942,0.26920185106716704,0
1943,0.24988029469682904,0
1944,0.24581837935471146,0
1945,0.25905299282897776,0
1946,0.26913266598591695,0
1947,0.25434950546808716,0
1948,0.246058530689383,0
1949,0.23441561322797905,0
1950,0.25251934192007525,0
1951,0.27352553026813314,0
1952,0.27531383599001613,0
1953,0.27225222402277527,0
1954,0.2593482350035195,0
1955,0.2630644028509664,0
1956,0.2776572058786083,0
1957,0.24951095806631485,0
1958,0.2653174609363244,0
1959,0.2359577207929857,0
1960,0.2689141167362774,0
1961,0.2539192278320885,0
1962,0.24451809007879186,0
1963,0.26926678621846856,0
1964,0.2445954981623064,0
1965,0.2475025370500435,0
1966,0.2783189844110472,0
1967,0.24469219549956786,0
1968,0.24947368535905112,0
1969,0.24886940536971855,0
1970,0.26751160410846,0
1971,0.23354457720820798,0
1972,0.27294984679113055,0
1973,0.2535064005317565,0
1974,0.25230743336255185,0
1975,0.24462731143013797,0
1976,0.2539900391212721,0
1977,0.2743831479246274,0
1978,0.25805128159017854,0
1979,0.24318258096281214,0
1980,0.25039292813976927,0
1981,0.26136404566654303,0
1982,0.25538973702323825,0
1983,0.25078004845792895,0
1984,0.2614644203458583,0
1985,0.25811453950451335,0
1986,0.23963366291097993,0
1987,0.2288009198008942,0
1988,0.25909834662830916,0
1989,0.2759708608536142,0
1990,0.24191317742667082,0
1991,0.2502352316235823,0
1992,0.26880435491235416,0
1993,0.2733832637008135,0
1994,0.25207424435369835,0
1995,0.2666872481694973,0
1996,0.2601628277508157,0
1997,0.24353913810746788,0
1998,0.22498978831686317,0
1999,0.23863215548003752,0
2000,0.2543609421102263,0
