k,period_N0_over_k,divisor_count_tau,prime_factorization,factor_pairs,eta_like_weight_lambda_0_015,resonance_score,scale_label
3240,5.877469135802,40,2*2*2*3*3*3*3*5,1x3240; 2x1620; 3x1080; 4x810; 5x648; 6x540; 8x405; 9x360; 10x324; 12x270; 15x216; 18x180; 20x162; 24x135; 27x120; 30x108; 36x90; 40x81; 45x72; 54x60,1.171550961788e+00,702.161205728957,annual/subannual harmonic scale
2340,8.138034188034,36,2*2*3*3*5*13,1x2340; 2x1170; 3x780; 4x585; 5x468; 6x390; 9x260; 10x234; 12x195; 13x180; 15x156; 18x130; 20x117; 26x90; 30x78; 36x65; 39x60; 45x52,1.513907622617e+00,702.134411138316,short cultural cycle scale
5760,3.306076388889,48,2*2*2*2*2*2*2*3*3*5,1x5760; 2x2880; 3x1920; 4x1440; 5x1152; 6x960; 8x720; 9x640; 10x576; 12x480; 15x384; 16x360; 18x320; 20x288; 24x240; 30x192; 32x180; 36x160; 40x144; 45x128; 48x120; 60x96; 64x90; 72x80,6.886359053365e-01,701.840285648052,annual/subannual harmonic scale
420,45.340476190476,24,2*2*3*5*7,1x420; 2x210; 3x140; 4x105; 5x84; 6x70; 7x60; 10x42; 12x35; 14x30; 15x28; 20x21,3.839106218770e+00,701.782610957247,social-generation scale
5940,3.205892255892,48,2*2*3*3*3*5*11,1x5940; 2x2970; 3x1980; 4x1485; 5x1188; 6x990; 9x660; 10x594; 11x540; 12x495; 15x396; 18x330; 20x297; 22x270; 27x220; 30x198; 33x180; 36x165; 44x135; 45x132; 54x110; 55x108; 60x99; 66x90,6.759814279898e-01,699.055828910227,annual/subannual harmonic scale
13104,1.453220390720,60,2*2*2*2*3*3*7*13,1x13104; 2x6552; 3x4368; 4x3276; 6x2184; 7x1872; 8x1638; 9x1456; 12x1092; 13x1008; 14x936; 16x819; 18x728; 21x624; 24x546; 26x504; 28x468; 36x364; 39x336; 42x312; 48x273; 52x252; 56x234; 63x208; 72x182; 78x168; 84x156; 91x144; 104x126; 112x117,2.287477913791e-01,698.966972196373,annual/subannual harmonic scale
18360,1.037200435730,64,2*2*2*3*3*3*5*17,1x18360; 2x9180; 3x6120; 4x4590; 5x3672; 6x3060; 8x2295; 9x2040; 10x1836; 12x1530; 15x1224; 17x1080; 18x1020; 20x918; 24x765; 27x680; 30x612; 34x540; 36x510; 40x459; 45x408; 51x360; 54x340; 60x306; 68x270; 72x255; 85x216; 90x204; 102x180; 108x170; 120x153; 135x136,1.117950647827e-01,698.597523241618,annual/subannual harmonic scale
4032,4.722966269841,42,2*2*2*2*2*2*3*3*7,1x4032; 2x2016; 3x1344; 4x1008; 6x672; 7x576; 8x504; 9x448; 12x336; 14x288; 16x252; 18x224; 21x192; 24x168; 28x144; 32x126; 36x112; 42x96; 48x84; 56x72; 63x64,9.970208673160e-01,696.351517611360,annual/subannual harmonic scale
12960,1.469367283951,60,2*2*2*2*2*3*3*3*3*5,1x12960; 2x6480; 3x4320; 4x3240; 5x2592; 6x2160; 8x1620; 9x1440; 10x1296; 12x1080; 15x864; 16x810; 18x720; 20x648; 24x540; 27x480; 30x432; 32x405; 36x360; 40x324; 45x288; 48x270; 54x240; 60x216; 72x180; 80x162; 81x160; 90x144; 96x135; 108x120,2.235307760871e-01,695.188172773093,annual/subannual harmonic scale
1560,12.207051282051,32,2*2*2*3*5*13,1x1560; 2x780; 3x520; 4x390; 5x312; 6x260; 8x195; 10x156; 12x130; 13x120; 15x104; 20x78; 24x65; 26x60; 30x52; 39x40,1.949767688570e+00,694.076270737513,short cultural cycle scale
6048,3.148644179894,48,2*2*2*2*2*3*3*3*7,1x6048; 2x3024; 3x2016; 4x1512; 6x1008; 7x864; 8x756; 9x672; 12x504; 14x432; 16x378; 18x336; 21x288; 24x252; 27x224; 28x216; 32x189; 36x168; 42x144; 48x126; 54x112; 56x108; 63x96; 72x84,6.588501148945e-01,693.344798247981,annual/subannual harmonic scale
13200,1.442651515152,60,2*2*2*2*3*5*5*11,1x13200; 2x6600; 3x4400; 4x3300; 5x2640; 6x2200; 8x1650; 10x1320; 11x1200; 12x1100; 15x880; 16x825; 20x660; 22x600; 24x550; 25x528; 30x440; 33x400; 40x330; 44x300; 48x275; 50x264; 55x240; 60x220; 66x200; 75x176; 80x165; 88x150; 100x132; 110x120,2.141381578723e-01,691.188057271680,annual/subannual harmonic scale
900,21.158888888889,27,2*2*3*3*5*5,1x900; 2x450; 3x300; 4x225; 5x180; 6x150; 9x100; 10x90; 12x75; 15x60; 18x50; 20x45; 25x36; 30x30,2.761441436734e+00,690.956637957158,social-generation scale
5880,3.238605442177,48,2*2*2*3*5*7*7,1x5880; 2x2940; 3x1960; 4x1470; 5x1176; 6x980; 7x840; 8x735; 10x588; 12x490; 14x420; 15x392; 20x294; 21x280; 24x245; 28x210; 30x196; 35x168; 40x147; 42x140; 49x120; 56x105; 60x98; 70x84,6.385939509355e-01,682.663049147292,annual/subannual harmonic scale
13680,1.392032163743,60,2*2*2*2*3*3*5*19,1x13680; 2x6840; 3x4560; 4x3420; 5x2736; 6x2280; 8x1710; 9x1520; 10x1368; 12x1140; 15x912; 16x855; 18x760; 19x720; 20x684; 24x570; 30x456; 36x380; 38x360; 40x342; 45x304; 48x285; 57x240; 60x228; 72x190; 76x180; 80x171; 90x152; 95x144; 114x120,1.940948205825e-01,682.336584873546,annual/subannual harmonic scale
8820,2.159070294785,54,2*2*3*3*5*7*7,1x8820; 2x4410; 3x2940; 4x2205; 5x1764; 6x1470; 7x1260; 9x980; 10x882; 12x735; 14x630; 15x588; 18x490; 20x441; 21x420; 28x315; 30x294; 35x252; 36x245; 42x210; 45x196; 49x180; 60x147; 63x140; 70x126; 84x105; 90x98,3.904489406832e-01,682.132125681383,annual/subannual harmonic scale
6240,3.051762820513,48,2*2*2*2*2*3*5*13,1x6240; 2x3120; 3x2080; 4x1560; 5x1248; 6x1040; 8x780; 10x624; 12x520; 13x480; 15x416; 16x390; 20x312; 24x260; 26x240; 30x208; 32x195; 39x160; 40x156; 48x130; 52x120; 60x104; 65x96; 78x80,6.224338102866e-01,680.557433100159,annual/subannual harmonic scale
960,19.836458333333,28,2*2*2*2*2*2*3*5,1x960; 2x480; 3x320; 4x240; 5x192; 6x160; 8x120; 10x96; 12x80; 15x64; 16x60; 20x48; 24x40; 30x32,2.535031692047e+00,679.798201484513,short cultural cycle scale
6120,3.111601307190,48,2*2*2*3*3*5*17,1x6120; 2x3060; 3x2040; 4x1530; 5x1224; 6x1020; 8x765; 9x680; 10x612; 12x510; 15x408; 17x360; 18x340; 20x306; 24x255; 30x204; 34x180; 36x170; 40x153; 45x136; 51x120; 60x102; 68x90; 72x85,6.237711957309e-01,679.605201657586,annual/subannual harmonic scale
10560,1.803314393939,56,2*2*2*2*2*2*3*5*11,1x10560; 2x5280; 3x3520; 4x2640; 5x2112; 6x1760; 8x1320; 10x1056; 11x960; 12x880; 15x704; 16x660; 20x528; 22x480; 24x440; 30x352; 32x330; 33x320; 40x264; 44x240; 48x220; 55x192; 60x176; 64x165; 66x160; 80x132; 88x120; 96x110,3.077938839950e-01,678.530157855303,annual/subannual harmonic scale
6552,2.906440781441,48,2*2*2*3*3*7*13,1x6552; 2x3276; 3x2184; 4x1638; 6x1092; 7x936; 8x819; 9x728; 12x546; 13x504; 14x468; 18x364; 21x312; 24x273; 26x252; 28x234; 36x182; 39x168; 42x156; 52x126; 56x117; 63x104; 72x91; 78x84,5.926114999284e-01,671.777156215929,annual/subannual harmonic scale
3696,5.152326839827,40,2*2*2*2*3*7*11,1x3696; 2x1848; 3x1232; 4x924; 6x616; 7x528; 8x462; 11x336; 12x308; 14x264; 16x231; 21x176; 22x168; 24x154; 28x132; 33x112; 42x88; 44x84; 48x77; 56x66,1.041206378054e+00,670.763029042418,annual/subannual harmonic scale
480,39.672916666667,24,2*2*2*2*2*3*5,1x480; 2x240; 3x160; 4x120; 5x96; 6x80; 8x60; 10x48; 12x40; 15x32; 16x30; 20x24,3.515217866750e+00,669.249269775756,social-generation scale
6600,2.885303030303,48,2*2*2*3*5*5*11,1x6600; 2x3300; 3x2200; 4x1650; 5x1320; 6x1100; 8x825; 10x660; 11x600; 12x550; 15x440; 20x330; 22x300; 24x275; 25x264; 30x220; 33x200; 40x165; 44x150; 50x132; 55x120; 60x110; 66x100; 75x88,5.789775996264e-01,666.579397194193,annual/subannual harmonic scale
2700,7.052962962963,36,2*2*3*3*3*5*5,1x2700; 2x1350; 3x900; 4x675; 5x540; 6x450; 9x300; 10x270; 12x225; 15x180; 18x150; 20x135; 25x108; 27x100; 30x90; 36x75; 45x60; 50x54,1.343051022488e+00,666.479890363328,short cultural cycle scale
504,37.783730158730,24,2*2*2*3*3*7,1x504; 2x252; 3x168; 4x126; 6x84; 7x72; 8x63; 9x56; 12x42; 14x36; 18x28; 21x24,3.456718309520e+00,665.786484490244,social-generation scale
15600,1.220705128205,60,2*2*2*2*3*5*5*13,1x15600; 2x7800; 3x5200; 4x3900; 5x3120; 6x2600; 8x1950; 10x1560; 12x1300; 13x1200; 15x1040; 16x975; 20x780; 24x650; 25x624; 26x600; 30x520; 39x400; 40x390; 48x325; 50x312; 52x300; 60x260; 65x240; 75x208; 78x200; 80x195; 100x156; 104x150; 120x130,1.482517405541e-01,665.188454100124,annual/subannual harmonic scale
6930,2.747907647908,48,2*3*3*5*7*11,1x6930; 2x3465; 3x2310; 5x1386; 6x1155; 7x990; 9x770; 10x693; 11x630; 14x495; 15x462; 18x385; 21x330; 22x315; 30x231; 33x210; 35x198; 42x165; 45x154; 55x126; 63x110; 66x105; 70x99; 77x90,5.657644981329e-01,664.667734571392,annual/subannual harmonic scale
16200,1.175493827160,60,2*2*2*3*3*3*3*5*5,1x16200; 2x8100; 3x5400; 4x4050; 5x3240; 6x2700; 8x2025; 9x1800; 10x1620; 12x1350; 15x1080; 18x900; 20x810; 24x675; 25x648; 27x600; 30x540; 36x450; 40x405; 45x360; 50x324; 54x300; 60x270; 72x225; 75x216; 81x200; 90x180; 100x162; 108x150; 120x135,1.391307346724e-01,662.483913772076,annual/subannual harmonic scale
9900,1.923535353535,54,2*2*3*3*5*5*11,1x9900; 2x4950; 3x3300; 4x2475; 5x1980; 6x1650; 9x1100; 10x990; 11x900; 12x825; 15x660; 18x550; 20x495; 22x450; 25x396; 30x330; 33x300; 36x275; 44x225; 45x220; 50x198; 55x180; 60x165; 66x150; 75x132; 90x110; 99x100,3.327283566509e-01,662.127589770162,annual/subannual harmonic scale
17136,1.111286181139,60,2*2*2*2*3*3*7*17,1x17136; 2x8568; 3x5712; 4x4284; 6x2856; 7x2448; 8x2142; 9x1904; 12x1428; 14x1224; 16x1071; 17x1008; 18x952; 21x816; 24x714; 28x612; 34x504; 36x476; 42x408; 48x357; 51x336; 56x306; 63x272; 68x252; 72x238; 84x204; 102x168; 112x153; 119x144; 126x136,1.245878291128e-01,657.816077348355,annual/subannual harmonic scale
16560,1.149939613527,60,2*2*2*2*3*3*5*23,1x16560; 2x8280; 3x5520; 4x4140; 5x3312; 6x2760; 8x2070; 9x1840; 10x1656; 12x1380; 15x1104; 16x1035; 18x920; 20x828; 23x720; 24x690; 30x552; 36x460; 40x414; 45x368; 46x360; 48x345; 60x276; 69x240; 72x230; 80x207; 90x184; 92x180; 115x144; 120x138,1.241334128713e-01,655.244268809273,annual/subannual harmonic scale
1848,10.304653679654,32,2*2*2*3*7*11,1x1848; 2x924; 3x616; 4x462; 6x308; 7x264; 8x231; 11x168; 12x154; 14x132; 21x88; 22x84; 24x77; 28x66; 33x56; 42x44,1.719225533937e+00,654.563289141820,short cultural cycle scale
1890,10.075661375661,32,2*3*3*3*5*7,1x1890; 2x945; 3x630; 5x378; 6x315; 7x270; 9x210; 10x189; 14x135; 15x126; 18x105; 21x90; 27x70; 30x63; 35x54; 42x45,1.705453249879e+00,653.192604738799,short cultural cycle scale
17820,1.068630751964,60,2*2*3*3*3*3*5*11,1x17820; 2x8910; 3x5940; 4x4455; 5x3564; 6x2970; 9x1980; 10x1782; 11x1620; 12x1485; 15x1188; 18x990; 20x891; 22x810; 27x660; 30x594; 33x540; 36x495; 44x405; 45x396; 54x330; 55x324; 60x297; 66x270; 81x220; 90x198; 99x180; 108x165; 110x162; 132x135,1.121850046884e-01,653.172872522778,annual/subannual harmonic scale
2772,6.869769119769,36,2*2*3*3*7*11,1x2772; 2x1386; 3x924; 4x693; 6x462; 7x396; 9x308; 11x252; 12x231; 14x198; 18x154; 21x132; 22x126; 28x99; 33x84; 36x77; 42x66; 44x63,1.288221925620e+00,653.050898668448,annual/subannual harmonic scale
18144,1.049548059965,60,2*2*2*2*2*3*3*3*3*7,1x18144; 2x9072; 3x6048; 4x4536; 6x3024; 7x2592; 8x2268; 9x2016; 12x1512; 14x1296; 16x1134; 18x1008; 21x864; 24x756; 27x672; 28x648; 32x567; 36x504; 42x432; 48x378; 54x336; 56x324; 63x288; 72x252; 81x224; 84x216; 96x189; 108x168; 112x162; 126x144,1.072277263893e-01,651.458491383301,annual/subannual harmonic scale
12096,1.574322089947,56,2*2*2*2*2*2*3*3*3*7,1x12096; 2x6048; 3x4032; 4x3024; 6x2016; 7x1728; 8x1512; 9x1344; 12x1008; 14x864; 16x756; 18x672; 21x576; 24x504; 27x448; 28x432; 32x378; 36x336; 42x288; 48x252; 54x224; 56x216; 63x192; 64x189; 72x168; 84x144; 96x126; 108x112,2.358204398828e-01,650.585207265073,annual/subannual harmonic scale
18000,1.057944444444,60,2*2*2*2*3*3*5*5*5,1x18000; 2x9000; 3x6000; 4x4500; 5x3600; 6x3000; 8x2250; 9x2000; 10x1800; 12x1500; 15x1200; 16x1125; 18x1000; 20x900; 24x750; 25x720; 30x600; 36x500; 40x450; 45x400; 48x375; 50x360; 60x300; 72x250; 75x240; 80x225; 90x200; 100x180; 120x150; 125x144,1.009096010255e-01,647.214797214773,annual/subannual harmonic scale
7020,2.712678062678,48,2*2*3*3*3*5*13,1x7020; 2x3510; 3x2340; 4x1755; 5x1404; 6x1170; 9x780; 10x702; 12x585; 13x540; 15x468; 18x390; 20x351; 26x270; 27x260; 30x234; 36x195; 39x180; 45x156; 52x135; 54x130; 60x117; 65x108; 78x90,5.184731179717e-01,645.532874296857,annual/subannual harmonic scale
12480,1.525881410256,56,2*2*2*2*2*2*3*5*13,1x12480; 2x6240; 3x4160; 4x3120; 5x2496; 6x2080; 8x1560; 10x1248; 12x1040; 13x960; 15x832; 16x780; 20x624; 24x520; 26x480; 30x416; 32x390; 39x320; 40x312; 48x260; 52x240; 60x208; 64x195; 65x192; 78x160; 80x156; 96x130; 104x120,2.212335492943e-01,645.043244532699,annual/subannual harmonic scale
6840,2.784064327485,48,2*2*2*3*3*5*19,1x6840; 2x3420; 3x2280; 4x1710; 5x1368; 6x1140; 8x855; 9x760; 10x684; 12x570; 15x456; 18x380; 19x360; 20x342; 24x285; 30x228; 36x190; 38x180; 40x171; 45x152; 57x120; 60x114; 72x95; 76x90,5.163836925221e-01,642.754228547148,annual/subannual harmonic scale
540,35.264814814815,24,2*2*3*3*3*5,1x540; 2x270; 3x180; 4x135; 5x108; 6x90; 9x60; 10x54; 12x45; 15x36; 18x30; 20x27,3.235886113675e+00,639.796975939155,social-generation scale
4800,3.967291666667,42,2*2*2*2*2*2*3*5*5,1x4800; 2x2400; 3x1600; 4x1200; 5x960; 6x800; 8x600; 10x480; 12x400; 15x320; 16x300; 20x240; 24x200; 25x192; 30x160; 32x150; 40x120; 48x100; 50x96; 60x80; 64x75,7.927678152018e-01,638.254634887516,annual/subannual harmonic scale
7140,2.667086834734,48,2*2*3*5*7*17,1x7140; 2x3570; 3x2380; 4x1785; 5x1428; 6x1190; 7x1020; 10x714; 12x595; 14x510; 15x476; 17x420; 20x357; 21x340; 28x255; 30x238; 34x210; 35x204; 42x170; 51x140; 60x119; 68x105; 70x102; 84x85,4.927511926987e-01,635.812275702160,annual/subannual harmonic scale
7392,2.576163419913,48,2*2*2*2*2*3*7*11,1x7392; 2x3696; 3x2464; 4x1848; 6x1232; 7x1056; 8x924; 11x672; 12x616; 14x528; 16x462; 21x352; 22x336; 24x308; 28x264; 32x231; 33x224; 42x176; 44x168; 48x154; 56x132; 66x112; 77x96; 84x88,4.766620274630e-01,631.417532494709,annual/subannual harmonic scale
11700,1.627606837607,54,2*2*3*3*5*5*13,1x11700; 2x5850; 3x3900; 4x2925; 5x2340; 6x1950; 9x1300; 10x1170; 12x975; 13x900; 15x780; 18x650; 20x585; 25x468; 26x450; 30x390; 36x325; 39x300; 45x260; 50x234; 52x225; 60x195; 65x180; 75x156; 78x150; 90x130; 100x117,2.407804003651e-01,627.637843815542,annual/subannual harmonic scale
1584,12.022095959596,30,2*2*2*2*3*3*11,1x1584; 2x792; 3x528; 4x396; 6x264; 8x198; 9x176; 11x144; 12x132; 16x99; 18x88; 22x72; 24x66; 33x48; 36x44,1.824601691108e+00,624.378742158400,short cultural cycle scale
11520,1.653038194444,54,2*2*2*2*2*2*2*2*3*3*5,1x11520; 2x5760; 3x3840; 4x2880; 5x2304; 6x1920; 8x1440; 9x1280; 10x1152; 12x960; 15x768; 16x720; 18x640; 20x576; 24x480; 30x384; 32x360; 36x320; 40x288; 45x256; 48x240; 60x192; 64x180; 72x160; 80x144; 90x128; 96x120,2.331388008487e-01,622.740080928767,annual/subannual harmonic scale
4080,4.667401960784,40,2*2*2*2*3*5*17,1x4080; 2x2040; 3x1360; 4x1020; 5x816; 6x680; 8x510; 10x408; 12x340; 15x272; 16x255; 17x240; 20x204; 24x170; 30x136; 34x120; 40x102; 48x85; 51x80; 60x68,8.722790243153e-01,622.652401887852,annual/subannual harmonic scale
7800,2.441410256410,48,2*2*2*3*5*5*13,1x7800; 2x3900; 3x2600; 4x1950; 5x1560; 6x1300; 8x975; 10x780; 12x650; 13x600; 15x520; 20x390; 24x325; 25x312; 26x300; 30x260; 39x200; 40x195; 50x156; 52x150; 60x130; 65x120; 75x104; 78x100,4.434241466393e-01,620.926925216399,annual/subannual harmonic scale
14784,1.288081709957,56,2*2*2*2*2*2*3*7*11,1x14784; 2x7392; 3x4928; 4x3696; 6x2464; 7x2112; 8x1848; 11x1344; 12x1232; 14x1056; 16x924; 21x704; 22x672; 24x616; 28x528; 32x462; 33x448; 42x352; 44x336; 48x308; 56x264; 64x231; 66x224; 77x192; 84x176; 88x168; 96x154; 112x132,1.543333118276e-01,620.658047549006,annual/subannual harmonic scale
630,30.226984126984,24,2*3*3*5*7,1x630; 2x315; 3x210; 5x126; 6x105; 7x90; 9x70; 10x63; 14x45; 15x42; 18x35; 21x30,3.007597813304e+00,620.117013034153,social-generation scale
9072,2.099096119929,50,2*2*2*2*3*3*3*3*7,1x9072; 2x4536; 3x3024; 4x2268; 6x1512; 7x1296; 8x1134; 9x1008; 12x756; 14x648; 16x567; 18x504; 21x432; 24x378; 27x336; 28x324; 36x252; 42x216; 48x189; 54x168; 56x162; 63x144; 72x126; 81x112; 84x108,3.576516787705e-01,618.617941535924,annual/subannual harmonic scale
3150,6.045396825397,36,2*3*3*5*5*7,1x3150; 2x1575; 3x1050; 5x630; 6x525; 7x450; 9x350; 10x315; 14x225; 15x210; 18x175; 21x150; 25x126; 30x105; 35x90; 42x75; 45x70; 50x63,1.131726019955e+00,618.194374660147,annual/subannual harmonic scale
1920,9.918229166667,32,2*2*2*2*2*2*2*3*5,1x1920; 2x960; 3x640; 4x480; 5x384; 6x320; 8x240; 10x192; 12x160; 15x128; 16x120; 20x96; 24x80; 30x64; 32x60; 40x48,1.555147211104e+00,618.190367210058,short cultural cycle scale
8190,2.325152625153,48,2*3*3*5*7*13,1x8190; 2x4095; 3x2730; 5x1638; 6x1365; 7x1170; 9x910; 10x819; 13x630; 14x585; 15x546; 18x455; 21x390; 26x315; 30x273; 35x234; 39x210; 42x195; 45x182; 63x130; 65x126; 70x117; 78x105; 90x91,4.265629107253e-01,617.014109826154,annual/subannual harmonic scale
4368,4.359661172161,40,2*2*2*2*3*7*13,1x4368; 2x2184; 3x1456; 4x1092; 6x728; 7x624; 8x546; 12x364; 13x336; 14x312; 16x273; 21x208; 24x182; 26x168; 28x156; 39x112; 42x104; 48x91; 52x84; 56x78,8.294093115540e-01,613.385533338562,annual/subannual harmonic scale
8064,2.361483134921,48,2*2*2*2*2*2*2*3*3*7,1x8064; 2x4032; 3x2688; 4x2016; 6x1344; 7x1152; 8x1008; 9x896; 12x672; 14x576; 16x504; 18x448; 21x384; 24x336; 28x288; 32x252; 36x224; 42x192; 48x168; 56x144; 63x128; 64x126; 72x112; 84x96,4.156024094202e-01,611.220132886389,annual/subannual harmonic scale
3168,6.011047979798,36,2*2*2*2*2*3*3*11,1x3168; 2x1584; 3x1056; 4x792; 6x528; 8x396; 9x352; 11x288; 12x264; 16x198; 18x176; 22x144; 24x132; 32x99; 33x96; 36x88; 44x72; 48x66,1.105031179879e+00,610.884614105862,annual/subannual harmonic scale
16320,1.166850490196,56,2*2*2*2*2*2*3*5*17,1x16320; 2x8160; 3x5440; 4x4080; 5x3264; 6x2720; 8x2040; 10x1632; 12x1360; 15x1088; 16x1020; 17x960; 20x816; 24x680; 30x544; 32x510; 34x480; 40x408; 48x340; 51x320; 60x272; 64x255; 68x240; 80x204; 85x192; 96x170; 102x160; 120x136,1.234851414189e-01,610.290208954571,annual/subannual harmonic scale
2940,6.477210884354,36,2*2*3*5*7*7,1x2940; 2x1470; 3x980; 4x735; 5x588; 6x490; 7x420; 10x294; 12x245; 14x210; 15x196; 20x147; 21x140; 28x105; 30x98; 35x84; 42x70; 49x60,1.113765388284e+00,607.737517648954,annual/subannual harmonic scale
7980,2.386340852130,48,2*2*3*5*7*19,1x7980; 2x3990; 3x2660; 4x1995; 5x1596; 6x1330; 7x1140; 10x798; 12x665; 14x570; 15x532; 19x420; 20x399; 21x380; 28x285; 30x266; 35x228; 38x210; 42x190; 57x140; 60x133; 70x114; 76x105; 84x95,4.065863695695e-01,606.620348767103,annual/subannual harmonic scale
600,31.738333333333,24,2*2*2*3*5*5,1x600; 2x300; 3x200; 4x150; 5x120; 6x100; 8x75; 10x60; 12x50; 15x40; 20x30; 24x25,2.937579762465e+00,604.679470138473,social-generation scale
17472,1.089915293040,56,2*2*2*2*2*2*3*7*13,1x17472; 2x8736; 3x5824; 4x4368; 6x2912; 7x2496; 8x2184; 12x1456; 13x1344; 14x1248; 16x1092; 21x832; 24x728; 26x672; 28x624; 32x546; 39x448; 42x416; 48x364; 52x336; 56x312; 64x273; 78x224; 84x208; 91x192; 96x182; 104x168; 112x156,1.053584250785e-01,604.665411106840,annual/subannual harmonic scale
3300,5.770606060606,36,2*2*3*5*5*11,1x3300; 2x1650; 3x1100; 4x825; 5x660; 6x550; 10x330; 11x300; 12x275; 15x220; 20x165; 22x150; 25x132; 30x110; 33x100; 44x75; 50x66; 55x60,1.071735634536e+00,604.265838930111,annual/subannual harmonic scale
8160,2.333700980392,48,2*2*2*2*2*3*5*17,1x8160; 2x4080; 3x2720; 4x2040; 5x1632; 6x1360; 8x1020; 10x816; 12x680; 15x544; 16x510; 17x480; 20x408; 24x340; 30x272; 32x255; 34x240; 40x204; 48x170; 51x160; 60x136; 68x120; 80x102; 85x96,3.976372303699e-01,604.257073486365,annual/subannual harmonic scale
3060,6.223202614379,36,2*2*3*3*5*17,1x3060; 2x1530; 3x1020; 4x765; 5x612; 6x510; 9x340; 10x306; 12x255; 15x204; 17x180; 18x170; 20x153; 30x102; 34x90; 36x85; 45x68; 51x60,1.085971189752e+00,602.749489293810,annual/subannual harmonic scale
7056,2.698837868481,45,2*2*2*2*3*3*7*7,1x7056; 2x3528; 3x2352; 4x1764; 6x1176; 7x1008; 8x882; 9x784; 12x588; 14x504; 16x441; 18x392; 21x336; 24x294; 28x252; 36x196; 42x168; 48x147; 49x144; 56x126; 63x112; 72x98; 84x84,5.107659588055e-01,602.463081349955,annual/subannual harmonic scale
4536,4.198192239859,40,2*2*2*3*3*3*3*7,1x4536; 2x2268; 3x1512; 4x1134; 6x756; 7x648; 8x567; 9x504; 12x378; 14x324; 18x252; 21x216; 24x189; 27x168; 28x162; 36x126; 42x108; 54x84; 56x81; 63x72,7.880497676654e-01,602.216683713641,annual/subannual harmonic scale
8316,2.289923039923,48,2*2*3*3*3*7*11,1x8316; 2x4158; 3x2772; 4x2079; 6x1386; 7x1188; 9x924; 11x756; 12x693; 14x594; 18x462; 21x396; 22x378; 27x308; 28x297; 33x252; 36x231; 42x198; 44x189; 54x154; 63x132; 66x126; 77x108; 84x99,3.898619882934e-01,602.158722152751,annual/subannual harmonic scale
18240,1.044024122807,56,2*2*2*2*2*2*3*5*19,1x18240; 2x9120; 3x6080; 4x4560; 5x3648; 6x3040; 8x2280; 10x1824; 12x1520; 15x1216; 16x1140; 19x960; 20x912; 24x760; 30x608; 32x570; 38x480; 40x456; 48x380; 57x320; 60x304; 64x285; 76x240; 80x228; 95x192; 96x190; 114x160; 120x152,9.502967261228e-02,601.653012273268,annual/subannual harmonic scale
14112,1.349418934240,54,2*2*2*2*2*3*3*7*7,1x14112; 2x7056; 3x4704; 4x3528; 6x2352; 7x2016; 8x1764; 9x1568; 12x1176; 14x1008; 16x882; 18x784; 21x672; 24x588; 28x504; 32x441; 36x392; 42x336; 48x294; 49x288; 56x252; 63x224; 72x196; 84x168; 96x147; 98x144; 112x126,1.636059939633e-01,600.376462383173,annual/subannual harmonic scale
2184,8.719322344322,32,2*2*2*3*7*13,1x2184; 2x1092; 3x728; 4x546; 6x364; 7x312; 8x273; 12x182; 13x168; 14x156; 21x104; 24x91; 26x84; 28x78; 39x56; 42x52,1.438210166822e+00,599.945689947156,short cultural cycle scale
672,28.337797619048,24,2*2*2*2*2*3*7,1x672; 2x336; 3x224; 4x168; 6x112; 7x96; 8x84; 12x56; 14x48; 16x42; 21x32; 24x28,2.834615388841e+00,599.280932382492,social-generation scale
19008,1.001841329966,56,2*2*2*2*2*2*3*3*3*11,1x19008; 2x9504; 3x6336; 4x4752; 6x3168; 8x2376; 9x2112; 11x1728; 12x1584; 16x1188; 18x1056; 22x864; 24x792; 27x704; 32x594; 33x576; 36x528; 44x432; 48x396; 54x352; 64x297; 66x288; 72x264; 88x216; 96x198; 99x192; 108x176; 132x144,8.600845557203e-02,599.204512118598,annual/subannual harmonic scale
1620,11.754938271605,30,2*2*3*3*3*3*5,1x1620; 2x810; 3x540; 4x405; 5x324; 6x270; 9x180; 10x162; 12x135; 15x108; 18x90; 20x81; 27x60; 30x54; 36x45,1.697586188247e+00,598.119480370444,short cultural cycle scale
2040,9.334803921569,32,2*2*2*3*5*17,1x2040; 2x1020; 3x680; 4x510; 5x408; 6x340; 8x255; 10x204; 12x170; 15x136; 17x120; 20x102; 24x85; 30x68; 34x60; 40x51,1.449761058974e+00,597.443428246176,short cultural cycle scale
1344,14.168898809524,28,2*2*2*2*2*2*3*7,1x1344; 2x672; 3x448; 4x336; 6x224; 7x192; 8x168; 12x112; 14x96; 16x84; 21x64; 24x56; 28x48; 32x42,1.961793138243e+00,597.441598320793,short cultural cycle scale
14700,1.295442176871,54,2*2*3*5*5*7*7,1x14700; 2x7350; 3x4900; 4x3675; 5x2940; 6x2450; 7x2100; 10x1470; 12x1225; 14x1050; 15x980; 20x735; 21x700; 25x588; 28x525; 30x490; 35x420; 42x350; 49x300; 50x294; 60x245; 70x210; 75x196; 84x175; 98x150; 100x147; 105x140,1.529395325780e-01,597.414323028475,annual/subannual harmonic scale
