k,period_N0_over_k,divisor_count_tau,prime_factorization,factor_pairs,eta_like_weight_lambda_0_015,resonance_score,scale_label
4604,4.136185925282,6,2*2*1151,1x4604; 2x2302; 4x1151,2.991218342097e-08,50.609389205974,annual/subannual harmonic scale
4605,4.135287730727,8,3*5*307,1x4605; 3x1535; 5x921; 15x307,7.987449578911e-03,68.019921094220,annual/subannual harmonic scale
4606,4.134389926183,12,2*7*7*47,1x4606; 2x2303; 7x658; 14x329; 47x98; 49x94,2.365512143134e-01,125.168642780256,annual/subannual harmonic scale
4607,4.133492511396,4,17*271,1x4607; 17x271,1.329988354244e-02,34.190964097536,annual/subannual harmonic scale
4608,4.132595486111,30,2*2*2*2*2*2*2*2*2*3*3,1x4608; 2x2304; 3x1536; 4x1152; 6x768; 8x576; 9x512; 12x384; 16x288; 18x256; 24x192; 32x144; 36x128; 48x96; 64x72,4.713854345331e-01,372.367905152874,annual/subannual harmonic scale
4609,4.131698850076,4,11*419,1x4609; 11x419,1.580522168736e-03,33.797265577409,annual/subannual harmonic scale
4610,4.130802603037,8,2*5*461,1x4610; 2x2305; 5x922; 10x461,8.554093182820e-04,67.547331490601,annual/subannual harmonic scale
4611,4.129906744741,8,3*29*53,1x4611; 3x1537; 29x159; 53x87,1.820623710548e-01,79.778967536169,annual/subannual harmonic scale
4612,4.129011274935,6,2*2*1153,1x4612; 2x2306; 4x1153,2.902814477148e-08,50.619803570746,annual/subannual harmonic scale
4613,4.128116193367,4,7*659,1x4613; 7x659,4.585620664221e-05,33.748949282763,annual/subannual harmonic scale
4614,4.127221499783,8,2*3*769,1x4614; 2x2307; 3x1538; 6x769,8.939867695513e-06,67.497140585608,annual/subannual harmonic scale
4615,4.126327193933,8,5*13*71,1x4615; 5x923; 13x355; 65x71,1.340354596048e-01,76.545432169878,annual/subannual harmonic scale
4616,4.125433275563,8,2*2*2*577,1x4616; 2x2308; 4x1154; 8x577,1.545774970305e-04,67.510437361628,annual/subannual harmonic scale
4617,4.124539744423,12,3*3*3*3*3*19,1x4617; 3x1539; 9x513; 19x243; 27x171; 57x81,1.975303901604e-01,121.253070227945,annual/subannual harmonic scale
4618,4.123646600260,4,2*2309,1x4618; 2x2309,8.814177352553e-16,33.751734041722,annual/subannual harmonic scale
4619,4.122753842823,4,31*149,1x4619; 31x149,6.720551273975e-02,36.020960721322,annual/subannual harmonic scale
4620,4.121861471861,48,2*2*3*5*7*11,1x4620; 2x2310; 3x1540; 4x1155; 5x924; 6x770; 7x660; 10x462; 11x420; 12x385; 14x330; 15x308; 20x231; 21x220; 22x210; 28x165; 30x154; 33x140; 35x132; 42x110; 44x105; 55x84; 60x77; 66x70,9.661650403819e-01,796.378609679339,annual/subannual harmonic scale
4621,4.120969487124,2,4621,1x4621,7.768972240225e-31,16.877165581669,annual/subannual harmonic scale
4622,4.120077888360,4,2*2311,1x4622; 2x2311,8.553679043689e-16,33.755196495953,annual/subannual harmonic scale
4623,4.119186675319,8,3*23*67,1x4623; 3x1541; 23x201; 67x69,1.647639699106e-01,78.635688731989,annual/subannual harmonic scale
4624,4.118295847751,15,2*2*2*2*17*17,1x4624; 2x2312; 4x1156; 8x578; 16x289; 17x272; 34x136; 68x68,2.316708258491e-01,155.915331237321,annual/subannual harmonic scale
4625,4.117405405405,8,5*5*5*37,1x4625; 5x925; 25x185; 37x125,1.308898336115e-01,76.352686133660,annual/subannual harmonic scale
4626,4.116515348033,12,2*3*3*257,1x4626; 2x2313; 3x1542; 6x771; 9x514; 18x257,1.656387584834e-02,102.953490425052,annual/subannual harmonic scale
4627,4.115625675384,4,7*661,1x4627; 7x661,4.450095092141e-05,33.761022684013,annual/subannual harmonic scale
4628,4.114736387208,12,2*2*13*89,1x4628; 2x2314; 4x1157; 13x356; 26x178; 52x89,1.714672207468e-01,118.647551630038,annual/subannual harmonic scale
4629,4.113847483258,4,3*1543,1x4629; 3x1543,8.486155092863e-11,33.761248591186,annual/subannual harmonic scale
4630,4.112958963283,8,2*5*463,1x4630; 2x2315; 5x926; 10x463,8.301019264357e-04,67.580276840977,annual/subannual harmonic scale
4631,4.112070827035,4,11*421,1x4631; 11x421,1.533810679324e-03,33.814762090284,annual/subannual harmonic scale
4632,4.111183074266,16,2*2*2*3*193,1x4632; 2x2316; 3x1544; 4x1158; 6x772; 8x579; 12x386; 24x193,4.129361679094e-02,140.632282372364,annual/subannual harmonic scale
4633,4.110295704727,4,41*113,1x4633; 41x113,9.926125155965e-02,37.116229480419,annual/subannual harmonic scale
4634,4.109408718170,8,2*7*331,1x4634; 2x2317; 7x662; 14x331,5.700055332030e-03,67.916063012031,annual/subannual harmonic scale
4635,4.108522114347,12,3*3*5*103,1x4635; 3x1545; 5x927; 9x515; 15x309; 45x103,1.167463149965e-01,113.125604858742,annual/subannual harmonic scale
4636,4.107635893011,12,2*2*19*61,1x4636; 2x2318; 4x1159; 19x244; 38x122; 61x76,2.381620317663e-01,125.428134892197,annual/subannual harmonic scale
4637,4.106750053914,2,4637,1x4637,6.111290016014e-31,16.884077035631,annual/subannual harmonic scale
4638,4.105864596809,8,2*3*773,1x4638; 2x2319; 3x1546; 6x773,8.419245313833e-06,67.538601457280,annual/subannual harmonic scale
4639,4.104979521449,2,4639,1x4639,5.930674100260e-31,16.884939290441,annual/subannual harmonic scale
4640,4.104094827586,24,2*2*2*2*2*5*29,1x4640; 2x2320; 4x1160; 5x928; 8x580; 10x464; 16x290; 20x232; 29x160; 32x145; 40x116; 58x80,3.854718394170e-01,280.730460227584,annual/subannual harmonic scale
4641,4.103210514975,16,3*7*13*17,1x4641; 3x1547; 7x663; 13x357; 17x273; 21x221; 39x119; 51x91,2.556716601923e-01,169.624175947342,annual/subannual harmonic scale
4642,4.102326583369,8,2*11*211,1x4642; 2x2321; 11x422; 22x211,3.185972364992e-02,69.696890641139,annual/subannual harmonic scale
4643,4.101443032522,2,4643,1x4643,5.585298527872e-31,16.886662685636,annual/subannual harmonic scale
4644,4.100559862188,24,2*2*3*3*3*43,1x4644; 2x2322; 3x1548; 4x1161; 6x774; 9x516; 12x387; 18x258; 27x172; 36x129; 43x108; 54x86,3.798164704246e-01,279.613073716575,annual/subannual harmonic scale
4645,4.099677072121,4,5*929,1x4645; 5x929,8.232548701061e-07,33.775075458794,annual/subannual harmonic scale
4646,4.098794662075,8,2*23*101,1x4646; 2x2323; 23x202; 46x101,1.444686436162e-01,77.310936413198,annual/subannual harmonic scale
4647,4.097912631805,4,3*1549,1x4647; 3x1549,7.755761782416e-11,33.776769196747,annual/subannual harmonic scale
4648,4.097030981067,16,2*2*2*7*83,1x4648; 2x2324; 4x1162; 7x664; 8x581; 14x332; 28x166; 56x83,1.845429736830e-01,160.044215652480,annual/subannual harmonic scale
4649,4.096149709615,2,4649,1x4649,5.104578503671e-31,16.889244997163,annual/subannual harmonic scale
4650,4.095268817204,24,2*3*5*5*31,1x4650; 2x2325; 3x1550; 5x930; 6x775; 10x465; 15x310; 25x186; 30x155; 31x150; 50x93; 62x75,4.243782527764e-01,288.687430196559,annual/subannual harmonic scale
4651,4.094388303591,2,4651,1x4651,4.953715409536e-31,16.890105027277,annual/subannual harmonic scale
4652,4.093508168530,6,2*2*1163,1x4652; 2x2326; 4x1163,2.498475563510e-08,50.671605977086,annual/subannual harmonic scale
4653,4.092628411777,12,3*3*11*47,1x4653; 3x1551; 9x517; 11x423; 33x141; 47x99,1.873142417537e-01,120.329297584164,annual/subannual harmonic scale
4654,4.091749033090,8,2*13*179,1x4654; 2x2327; 13x358; 26x179,5.001920892693e-02,70.945154255815,annual/subannual harmonic scale
4655,4.090870032223,12,5*7*7*19,1x4655; 5x931; 7x665; 19x245; 35x133; 49x95,2.148905504205e-01,123.130303987428,annual/subannual harmonic scale
4656,4.089991408935,20,2*2*2*2*3*97,1x4656; 2x2328; 3x1552; 4x1164; 6x776; 8x582; 12x388; 16x291; 24x194; 48x97,1.642464900503e-01,196.667468300740,annual/subannual harmonic scale
4657,4.089113162980,2,4657,1x4657,4.527354995733e-31,16.892682900889,annual/subannual harmonic scale
4658,4.088235294118,8,2*17*137,1x4658; 2x2329; 17x274; 34x137,8.963383661708e-02,73.629226738563,annual/subannual harmonic scale
4659,4.087357802103,4,3*1553,1x4659; 3x1553,7.304101377608e-11,33.787082910947,annual/subannual harmonic scale
4660,4.086480686695,12,2*2*5*233,1x4660; 2x2330; 4x1165; 5x932; 10x466; 20x233,2.327646918913e-02,103.723215472377,annual/subannual harmonic scale
4661,4.085603947651,4,59*79,1x4661; 59x79,1.261857817050e-01,38.052465328200,annual/subannual harmonic scale
4662,4.084727584728,24,2*3*3*7*37,1x4662; 2x2331; 3x1554; 6x777; 7x666; 9x518; 14x333; 18x259; 21x222; 37x126; 42x111; 63x74,3.632947240309e-01,276.391568221009,annual/subannual harmonic scale
4663,4.083851597684,2,4663,1x4663,4.137690917394e-31,16.895257456061,annual/subannual harmonic scale
4664,4.082975986278,16,2*2*2*11*53,1x4664; 2x2332; 4x1166; 8x583; 11x424; 22x212; 44x106; 53x88,2.575370186447e-01,169.975607082463,annual/subannual harmonic scale
4665,4.082100750268,8,3*5*311,1x4665; 3x1555; 5x933; 15x311,7.522197858114e-03,68.092843298051,annual/subannual harmonic scale
4666,4.081225889413,4,2*2333,1x4666; 2x2333,6.149442872667e-16,33.793086983799,annual/subannual harmonic scale
4667,4.080351403471,4,13*359,1x4667; 13x359,3.772565518792e-03,33.921433841405,annual/subannual harmonic scale
4668,4.079477292202,12,2*2*3*389,1x4668; 2x2334; 3x1556; 4x1167; 6x778; 12x389,2.449682788868e-03,101.632761965122,annual/subannual harmonic scale
4669,4.078603555365,8,7*23*29,1x4669; 7x667; 23x203; 29x161,9.159366858123e-02,73.782251292550,annual/subannual harmonic scale
4670,4.077730192719,8,2*5*467,1x4670; 2x2335; 5x934; 10x467,7.817133247184e-04,67.645866054416,annual/subannual harmonic scale
4671,4.076857204025,8,3*3*3*173,1x4671; 3x1557; 9x519; 27x173,5.015047076315e-02,70.984648238010,annual/subannual harmonic scale
4672,4.075984589041,14,2*2*2*2*2*2*73,1x4672; 2x2336; 4x1168; 8x584; 16x292; 32x146; 64x73,2.073370242931e-01,142.820474340040,annual/subannual harmonic scale
4673,4.075112347528,2,4673,1x4673,3.561343576583e-31,16.899541030198,annual/subannual harmonic scale
4674,4.074240479247,16,2*3*19*41,1x4674; 2x2337; 3x1558; 6x779; 19x246; 38x123; 41x114; 57x82,3.302448992380e-01,179.848779235880,annual/subannual harmonic scale
4675,4.073368983957,12,5*5*11*17,1x4675; 5x935; 11x425; 17x275; 25x187; 55x85,1.780126828925e-01,119.453289563648,annual/subannual harmonic scale
4676,4.072497861420,12,2*2*7*167,1x4676; 2x2338; 4x1169; 7x668; 14x334; 28x167,5.911210917091e-02,107.399206124791,annual/subannual harmonic scale
4677,4.071627111396,4,3*1559,1x4677; 3x1559,6.675446029378e-11,33.802503790833,annual/subannual harmonic scale
4678,4.070756733647,4,2*2339,1x4678; 2x2339,5.620167613375e-16,33.803358763465,annual/subannual harmonic scale
4679,4.069886727933,2,4679,1x4679,3.254822956104e-31,16.902106777823,annual/subannual harmonic scale
4680,4.069017094017,48,2*2*2*3*3*5*13,1x4680; 2x2340; 3x1560; 4x1170; 5x936; 6x780; 8x585; 9x520; 10x468; 12x390; 13x360; 15x312; 18x260; 20x234; 24x195; 26x180; 30x156; 36x130; 39x120; 40x117; 45x104; 52x90; 60x78; 65x72,9.467687535856e-01,789.727805002122,annual/subannual harmonic scale
4681,4.068147831660,4,31*151,1x4681; 31x151,6.521928966813e-02,36.010720850243,annual/subannual harmonic scale
4682,4.067278940624,4,2*2341,1x4682; 2x2341,5.454066558193e-16,33.806776836734,annual/subannual harmonic scale
4683,4.066410420671,8,3*7*223,1x4683; 3x1561; 7x669; 21x223,2.577198159397e-02,69.357841080263,annual/subannual harmonic scale
4684,4.065542271563,6,2*2*1171,1x4684; 2x2342; 4x1171,2.215949031065e-08,50.712728291803,annual/subannual harmonic scale
4685,4.064674493063,4,5*937,1x4685; 5x937,7.301615689241e-07,33.809363162551,annual/subannual harmonic scale
4686,4.063807084934,16,2*3*11*71,1x4686; 2x2343; 3x1562; 6x781; 11x426; 22x213; 33x142; 66x71,2.314148500405e-01,166.537490005152,annual/subannual harmonic scale
4687,4.062940046938,4,43*109,1x4687; 43x109,1.022842067155e-01,37.269381274321,annual/subannual harmonic scale
4688,4.062073378840,10,2*2*2*2*293,1x4688; 2x2344; 4x1172; 8x586; 16x293,9.841160701917e-03,85.361617007253,annual/subannual harmonic scale
4689,4.061207080401,6,3*3*521,1x4689; 3x1563; 9x521,3.526622274952e-04,50.737013889006,annual/subannual harmonic scale
4690,4.060341151386,16,2*5*7*67,1x4690; 2x2345; 5x938; 7x670; 10x469; 14x335; 35x134; 67x70,2.134788488138e-01,164.128374157150,annual/subannual harmonic scale
4691,4.059475591558,2,4691,1x4691,2.718656658651e-31,16.907228419547,annual/subannual harmonic scale
4692,4.058610400682,24,2*2*3*17*23,1x4692; 2x2346; 3x1564; 4x1173; 6x782; 12x391; 17x276; 23x204; 34x138; 46x102; 51x92; 68x69,4.774667442401e-01,299.765969295232,annual/subannual harmonic scale
4693,4.057745578521,6,13*19*19,1x4693; 13x361; 19x247,2.216078347755e-02,51.848331208218,annual/subannual harmonic scale
4694,4.056881124840,4,2*2347,1x4694; 2x2347,4.984641514078e-16,33.817013566569,annual/subannual harmonic scale
4695,4.056017039404,8,3*5*313,1x4695; 3x1565; 5x939; 15x313,7.299839489831e-03,68.129460871353,annual/subannual harmonic scale
4696,4.055153321976,8,2*2*2*587,1x4696; 2x2348; 4x1174; 8x587,1.330426563057e-04,67.646432952139,annual/subannual harmonic scale
4697,4.054289972323,8,7*11*61,1x4697; 7x671; 11x427; 61x77,1.276258814406e-01,76.271641842321,annual/subannual harmonic scale
4698,4.053426990209,20,2*3*3*3*3*29,1x4698; 2x2349; 3x1566; 6x783; 9x522; 18x261; 27x174; 29x162; 54x87; 58x81,3.665462404908e-01,231.085838989578,annual/subannual harmonic scale
4699,4.052564375399,4,37*127,1x4699; 37x127,8.543495096732e-02,36.710789793213,annual/subannual harmonic scale
4700,4.051702127660,18,2*2*5*5*47,1x4700; 2x2350; 4x1175; 5x940; 10x470; 20x235; 25x188; 47x100; 50x94,2.891079119597e-01,196.201643532479,annual/subannual harmonic scale
4701,4.050840246756,4,3*1567,1x4701; 3x1567,5.920589507658e-11,33.822972918403,annual/subannual harmonic scale
4702,4.049978732454,4,2*2351,1x4702; 2x2351,4.694358590590e-16,33.823823527780,annual/subannual harmonic scale
4703,4.049117584521,2,4703,1x4703,2.270812922026e-31,16.912336979157,annual/subannual harmonic scale
4704,4.048256802721,36,2*2*2*2*2*3*7*7,1x4704; 2x2352; 3x1568; 4x1176; 6x784; 7x672; 8x588; 12x392; 14x336; 16x294; 21x224; 24x196; 28x168; 32x147; 42x112; 48x98; 49x96; 56x84,6.478815312659e-01,501.664109650899,annual/subannual harmonic scale
4705,4.047396386823,4,5*941,1x4705; 5x941,6.876402693989e-07,33.826397537526,annual/subannual harmonic scale
4706,4.046536336592,8,2*13*181,1x4706; 2x2353; 13x362; 26x181,4.843108169528e-02,70.931026445387,annual/subannual harmonic scale
4707,4.045676651795,6,3*3*523,1x4707; 3x1569; 9x523,3.422394799711e-04,50.759476763897,annual/subannual harmonic scale
4708,4.044817332201,12,2*2*11*107,1x4708; 2x2354; 4x1177; 11x428; 22x214; 44x107,1.342243092428e-01,115.108761830697,annual/subannual harmonic scale
4709,4.043958377575,4,17*277,1x4709; 17x277,1.215517832991e-02,34.240979668655,annual/subannual harmonic scale
4710,4.043099787686,16,2*3*5*157,1x4710; 2x2355; 3x1570; 5x942; 6x785; 10x471; 15x314; 30x157,6.844041244854e-02,144.584014528158,annual/subannual harmonic scale
4711,4.042241562301,4,7*673,1x4711; 7x673,3.717031868413e-05,33.832728427881,annual/subannual harmonic scale
4712,4.041383701188,16,2*2*2*19*31,1x4712; 2x2356; 4x1178; 8x589; 19x248; 31x152; 38x124; 62x76,2.968243145346e-01,175.498299256186,annual/subannual harmonic scale
4713,4.040526204116,4,3*1571,1x4713; 3x1571,5.575801216223e-11,33.833168335871,annual/subannual harmonic scale
4714,4.039669070853,4,2*2357,1x4714; 2x2357,4.290320710786e-16,33.834016780270,annual/subannual harmonic scale
4715,4.038812301166,8,5*23*41,1x4715; 5x943; 23x205; 41x115,1.290407404869e-01,76.401882173044,annual/subannual harmonic scale
4716,4.037955894826,18,2*2*3*3*131,1x4716; 2x2358; 3x1572; 4x1179; 6x786; 9x524; 12x393; 18x262; 36x131,9.931491242193e-02,167.382468088597,annual/subannual harmonic scale
4717,4.037099851601,4,53*89,1x4717; 53x89,1.188372938524e-01,37.857606387121,annual/subannual harmonic scale
4718,4.036244171259,8,2*7*337,1x4718; 2x2359; 7x674; 14x337,5.206009953055e-03,68.027133307463,annual/subannual harmonic scale
4719,4.035388853571,12,3*11*11*13,1x4719; 3x1573; 11x429; 13x363; 33x143; 39x121,1.669924593437e-01,118.466969868445,annual/subannual harmonic scale
4720,4.034533898305,20,2*2*2*2*5*59,1x4720; 2x2360; 4x1180; 5x944; 8x590; 10x472; 16x295; 20x236; 40x118; 59x80,2.495530618112e-01,211.418778075107,annual/subannual harmonic scale
4721,4.033679305232,2,4721,1x4721,1.733492020150e-31,16.919975435291,annual/subannual harmonic scale
4722,4.032825074121,8,2*3*787,1x4722; 2x2361; 3x1574; 6x787,6.824495158044e-06,67.682057651891,annual/subannual harmonic scale
4723,4.031971204743,2,4723,1x4723,1.682259588397e-31,16.920822354635,annual/subannual harmonic scale
4724,4.031117696867,6,2*2*1181,1x4724; 2x2362; 4x1181,1.907284999948e-08,50.763738007776,annual/subannual harmonic scale
4725,4.030264550265,24,3*3*3*5*5*7,1x4725; 3x1575; 5x945; 7x675; 9x525; 15x315; 21x225; 25x189; 27x175; 35x135; 45x105; 63x75,4.307631787739e-01,290.530809692304,annual/subannual harmonic scale
4726,4.029411764706,8,2*17*139,1x4726; 2x2363; 17x278; 34x139,8.662008737524e-02,73.551540618132,annual/subannual harmonic scale
4727,4.028559339962,4,29*163,1x4727; 29x163,5.613476283413e-02,35.744912981775,annual/subannual harmonic scale
4728,4.027707275804,16,2*2*2*3*197,1x4728; 2x2364; 3x1576; 4x1182; 6x788; 8x591; 12x394; 24x197,3.873147407636e-02,140.627107384271,annual/subannual harmonic scale
4729,4.026855572003,2,4729,1x4729,1.537469499557e-31,16.923360962972,annual/subannual harmonic scale
4730,4.026004228330,16,2*5*11*43,1x4730; 2x2365; 5x946; 10x473; 11x430; 22x215; 43x110; 55x86,2.520305446403e-01,169.512753499747,annual/subannual harmonic scale
4731,4.025153244557,8,3*19*83,1x4731; 3x1577; 19x249; 57x83,1.404093932434e-01,77.202096035982,annual/subannual harmonic scale
4732,4.024302620456,18,2*2*7*13*13,1x4732; 2x2366; 4x1183; 7x676; 13x364; 14x338; 26x182; 28x169; 52x91,2.219318231595e-01,186.126685590197,annual/subannual harmonic scale
4733,4.023452355800,2,4733,1x4733,1.447934246151e-31,16.925051580148,annual/subannual harmonic scale
4734,4.022602450359,12,2*3*3*263,1x4734; 2x2367; 3x1578; 6x789; 9x526; 18x263,1.510612459251e-02,103.086913982649,annual/subannual harmonic scale
4735,4.021752903907,4,5*947,1x4735; 5x947,6.284558864520e-07,33.851813980614,annual/subannual harmonic scale
4736,4.020903716216,16,2*2*2*2*2*2*2*37,1x4736; 2x2368; 4x1184; 8x592; 16x296; 32x148; 37x128; 64x74,2.869567266268e-01,174.267516694597,annual/subannual harmonic scale
4737,4.020054887059,4,3*1579,1x4737; 3x1579,4.945292049741e-11,33.853481540549,annual/subannual harmonic scale
4738,4.019206416209,8,2*23*103,1x4738; 2x2369; 23x206; 46x103,1.392175400850e-01,77.134883262746,annual/subannual harmonic scale
4739,4.018358303440,4,7*677,1x4739; 7x677,3.500568783873e-05,33.856354782257,annual/subannual harmonic scale
4740,4.017510548523,24,2*2*3*5*79,1x4740; 2x2370; 3x1580; 4x1185; 5x948; 6x790; 10x474; 12x395; 15x316; 20x237; 30x158; 60x79,2.150065675591e-01,246.811672170438,annual/subannual harmonic scale
4741,4.016663151234,4,11*431,1x4741; 11x431,1.320163086021e-03,33.901553639409,annual/subannual harmonic scale
4742,4.015816111345,4,2*2371,1x4742; 2x2371,3.477666378323e-16,33.857700503510,annual/subannual harmonic scale
4743,4.014969428632,12,3*3*17*31,1x4743; 3x1581; 9x527; 17x279; 31x153; 51x93,1.907351369156e-01,120.949673229157,annual/subannual harmonic scale
4744,4.014123102867,8,2*2*2*593,1x4744; 2x2372; 4x1186; 8x593,1.215901661822e-04,67.727007625299,annual/subannual harmonic scale
4745,4.013277133825,8,5*13*73,1x4745; 5x949; 13x365; 65x73,1.296342568633e-01,76.499350937170,annual/subannual harmonic scale
4746,4.012431521281,16,2*3*7*113,1x4746; 2x2373; 3x1582; 6x791; 7x678; 14x339; 21x226; 42x113,1.274411873801e-01,152.705471025126,annual/subannual harmonic scale
4747,4.011586265009,4,47*101,1x4747; 47x101,1.086091088250e-01,37.539627436664,annual/subannual harmonic scale
4748,4.010741364785,6,2*2*1187,1x4748; 2x2374; 4x1187,1.743127237521e-08,50.794136976701,annual/subannual harmonic scale
4749,4.009896820383,4,3*1583,1x4749; 3x1583,4.657300660662e-11,33.863599589692,annual/subannual harmonic scale
4750,4.009052631579,16,2*5*5*5*19,1x4750; 2x2375; 5x950; 10x475; 19x250; 25x190; 38x125; 50x95,2.584689911848e-01,170.469398653460,annual/subannual harmonic scale
4751,4.008208798148,2,4751,1x4751,1.105323312659e-31,16.932641722085,annual/subannual harmonic scale
4752,4.007365319865,40,2*2*2*2*3*3*3*11,1x4752; 2x2376; 3x1584; 4x1188; 6x792; 8x594; 9x528; 11x432; 12x396; 16x297; 18x264; 22x216; 24x198; 27x176; 33x144; 36x132; 44x108; 48x99; 54x88; 66x72,7.474973674626e-01,591.809644696915,annual/subannual harmonic scale
4753,4.006522196507,6,7*7*97,1x4753; 7x679; 49x97,1.119507197307e-01,56.487596815074,annual/subannual harmonic scale
4754,4.005679427850,4,2*2377,1x4754; 2x2377,3.178347755119e-16,33.867807899918,annual/subannual harmonic scale
4755,4.004837013670,8,3*5*317,1x4755; 3x1585; 5x951; 15x317,6.874654460158e-03,68.202968580730,annual/subannual harmonic scale
4756,4.003994953743,12,2*2*29*41,1x4756; 2x2378; 4x1189; 29x164; 41x116; 58x82,2.726489767984e-01,129.311915325065,annual/subannual harmonic scale
4757,4.003153247845,4,67*71,1x4757; 67x71,1.261857817050e-01,38.144284927446,annual/subannual harmonic scale
4758,4.002311895755,16,2*3*13*61,1x4758; 2x2379; 3x1586; 6x793; 13x366; 26x183; 39x122; 61x78,2.605769832812e-01,170.788876075373,annual/subannual harmonic scale
4759,4.001470897247,2,4759,1x4759,9.803338351775e-32,16.936005894451,annual/subannual harmonic scale
4760,4.000630252101,32,2*2*2*5*7*17,1x4760; 2x2380; 4x1190; 5x952; 7x680; 8x595; 10x476; 14x340; 17x280; 20x238; 28x170; 34x140; 35x136; 40x119; 56x85; 68x70,5.789200749660e-01,427.860208617786,annual/subannual harmonic scale
4761,3.999789960092,9,3*3*23*23,1x4761; 3x1587; 9x529; 23x207; 69x69,1.582442014080e-01,88.276516795325,annual/subannual harmonic scale
4762,3.998950021000,4,2*2381,1x4762; 2x2381,2.993255191168e-16,33.874532003203,annual/subannual harmonic scale
4763,3.998110434600,4,11*433,1x4763; 11x433,1.281146370384e-03,33.918771031428,annual/subannual harmonic scale
4764,3.997271200672,12,2*2*3*397,1x4764; 2x2382; 3x1588; 4x1191; 6x794; 12x397,2.171885889600e-03,101.849359588774,annual/subannual harmonic scale
4765,3.996432318993,4,5*953,1x4765; 5x953,5.743654331957e-07,33.877070088442,annual/subannual harmonic scale
4766,3.995593789341,4,2*2383,1x4766; 2x2383,2.904791131040e-16,33.877889820819,annual/subannual harmonic scale
4767,3.994755611496,8,3*7*227,1x4767; 3x1589; 7x681; 21x227,2.426693500354e-02,69.401723491243,annual/subannual harmonic scale
4768,3.993917785235,12,2*2*2*2*2*149,1x4768; 2x2384; 4x1192; 8x596; 16x298; 32x149,7.532596973784e-02,109.294736887425,annual/subannual harmonic scale
4769,3.993080310338,4,19*251,1x4769; 19x251,1.742237463949e-02,34.470683467645,annual/subannual harmonic scale
4770,3.992243186583,24,2*3*3*5*53,1x4770; 2x2385; 3x1590; 5x954; 6x795; 9x530; 10x477; 15x318; 18x265; 30x159; 45x106; 53x90,3.017109668461e-01,264.621527731670,annual/subannual harmonic scale
4771,3.991406413750,4,13*367,1x4771; 13x367,3.345965457471e-03,33.995451412661,annual/subannual harmonic scale
4772,3.990569991618,6,2*2*1193,1x4772; 2x2386; 4x1193,1.593098339651e-08,50.824382711718,annual/subannual harmonic scale
4773,3.989733919966,8,3*37*43,1x4773; 3x1591; 37x129; 43x111,1.821712181761e-01,80.112809844945,annual/subannual harmonic scale
4774,3.988898198576,16,2*7*11*31,1x4774; 2x2387; 7x682; 11x434; 14x341; 22x217; 31x154; 62x77,2.205561643846e-01,165.432215041073,annual/subannual harmonic scale
4775,3.988062827225,6,5*5*191,1x4775; 5x955; 25x191,3.916445248936e-02,52.818808671836,annual/subannual harmonic scale
4776,3.987227805695,16,2*2*2*3*199,1x4776; 2x2388; 3x1592; 4x1194; 6x796; 8x597; 12x398; 24x199,3.751416792747e-02,140.629949415252,annual/subannual harmonic scale
4777,3.986393133766,4,17*281,1x4777; 17x281,1.144731585051e-02,34.275025755093,annual/subannual harmonic scale
4778,3.985558811218,4,2*2389,1x4778; 2x2389,2.654779201356e-16,33.887946394313,annual/subannual harmonic scale
4779,3.984724837832,10,3*3*3*3*59,1x4779; 3x1593; 9x531; 27x177; 59x81,1.696476626511e-01,99.094840448018,annual/subannual harmonic scale
4780,3.983891213389,12,2*2*5*239,1x4780; 2x2390; 4x1195; 5x956; 10x478; 20x239,2.121055552470e-02,103.825313105872,annual/subannual harmonic scale
4781,3.983057937670,4,7*683,1x4781; 7x683,3.199278977769e-05,33.891540842326,annual/subannual harmonic scale
4782,3.982225010456,8,2*3*797,1x4782; 2x2391; 3x1594; 6x797,5.873891026846e-06,67.782984096966,annual/subannual harmonic scale
4783,3.981392431528,2,4783,1x4783,6.839557084498e-32,16.946064591261,annual/subannual harmonic scale
4784,3.980560200669,20,2*2*2*2*13*23,1x4784; 2x2392; 4x1196; 8x598; 13x368; 16x299; 23x208; 26x184; 46x104; 52x92,3.071291456234e-01,221.512413324213,annual/subannual harmonic scale
4785,3.979728317659,16,3*5*11*29,1x4785; 3x1595; 5x957; 11x435; 15x319; 29x165; 33x145; 55x87,2.504799760661e-01,169.534078222579,annual/subannual harmonic scale
4786,3.978896782282,4,2*2393,1x4786; 2x2393,2.500176896335e-16,33.894636757570,annual/subannual harmonic scale
4787,3.978065594318,2,4787,1x4787,6.441252287605e-32,16.947736133356,annual/subannual harmonic scale
4788,3.977234753551,36,2*2*3*3*7*19,1x4788; 2x2394; 3x1596; 4x1197; 6x798; 7x684; 9x532; 12x399; 14x342; 18x266; 19x252; 21x228; 28x171; 36x133; 38x126; 42x114; 57x84; 63x76,6.188966115091e-01,493.871557666761,annual/subannual harmonic scale
4789,3.976404259762,2,4789,1x4789,6.250884512965e-32,16.948571380810,annual/subannual harmonic scale
4790,3.975574112735,8,2*5*479,1x4790; 2x2395; 5x958; 10x479,6.528367640088e-04,67.840215187263,annual/subannual harmonic scale
4791,3.974744312252,4,3*1597,1x4791; 3x1597,3.775134544279e-11,33.898812560461,annual/subannual harmonic scale
